,summary,source_file
71,공보 이자료는 배포시부터 취급하여 주시기 바랍니다 출처 년 월 일 통화정책방향 결정시까지 한국은행 기준금리를 현 수준에서 유지하기로 하였음 붙임 세계경제를 보면 최근의 경제동향을 앞으로 세계경제는 완만한 회복세를 지속할 것으로 국내경제를 우리나라의 최근 경제동향을 보면 내수와 수출이 모두 증가하였다 고용 면에서는 취업자수가 서비스업을 중심으로 크게 늘어나면서 증가규모가 앞으로 갭은 상당기간 마이너스 상태를 유지하겠으나 그 폭 은 축소될 것으로 예상된다 소비자물가 상승률이 전월의 에서 월중 앞으로 물가상승률은 당분간 낮은 수준을 나타내겠으나가 국제곡물가격 안정 등으로 향후 주택시장을 보면 매매가격은 전국에서 전월 수준을 유지하였다 전세가격은 수도 권에서 상승폭이 축소되었으나 지방에서는 전월 수준의 오름세를 지 속하였다 금융시장에서는 주로 미 연준의 양적완화 축소 전망에 영향을을 장기시장금리는 상당폭 하락하였고 환율은 경상 수지 흑자 지속과 외국인 증권투자자금 유출의 영향으로 등락하면서 하락하였다 금융통화위원회와,2013_국문보도자료(1312).pdf
72,공보 이자료는 배포시부터 취급하여 주시기 바랍니다 출처 년 월 일 통화정책방향 한국은행 보도자료는 인터넷에도 수록되어 있음 붙임 참조 제 목 세계경제를 보면 신흥시장국에서는 경기회복세가 보다 뚜렷해졌다 앞으로 세계경제는 완만한 회복세를 지속할 것으로 전망된다 국내경제를 고용 면에서는 취업자수가 서비스업을 중심으로 늘어나면서 증가규모가 갭은 당분간 마이너스 상태를 유지할 것으로 예상된다 소비자물가 상승률은 농산물 및 석유류 제외 근원인플레이션율이 전월의 에서 앞으로 물가상승률은는 국제곡물 가격 안정으 로 지속될 것으 주택시장을 보면 전세가격은 수도권에서 상승폭이 소폭 축소되었다 지방에서는 시장에서는 주가가 큰 폭 하락하였고 장기시장금리는 금융시장동향 환율은 경상수지 흑자 지속과 외국인 증권투자자금 유출의 영향으로 금융통화위원회와 또한 성장세 회복이 지속 되도록 지원해 나갈 것이다,2014_국문보도자료(1401).pdf
73,공보 년 월 일 통화정책방향 한국은행 기준금리를 현 수준에서 유지하기로 하였음 붙임 세계경제를 보면 신흥시장국에서는 성장세가 다소 약화되는 움직임을 나타내었다 글로벌 금융시장 여건 변화 및 신흥시장국의 성장세 약화 국내경제를 면 고용 면에서는 취업자수가 서비스업을 중심 고용 갭 소비자물가 상승률 및 근원인플레이션율 석유류 제외 국제원자재가격 안정 등으로 당분간 물가상승률은 앞으로 주 택시장을 보면 매매가격은 수도권에서 전월 수준 지방에서는 오름세가 둔화되었다 전세가격은 수도권과 지방에서 모 두 상승폭이 소폭 축소되었다 금융시장에서는 주로 환율은 반락하였다 주식시장의 동향 장기시장금리는 비교적 좁은 범위 내에서 등락하였다 금융통화위원회는 앞으로 주요국의 통화정책 변화에 유의 하면서,2014_국문보도자료(1402).pdf
74,공보 이자료는 배포시부터 취급하여 주시기 바랍니다 출처 년 월 일 통화정책방향 에서 유지하기로 하였음 붙임 참조 한국은행 보도자료 세계경제를 보면 신흥시장국에서는 성장세가 다소 약화되는 움직임을 나타내었다 글로벌 금융시장 여건 변화 및 신흥시장국의 성장세 약화 국내경제를 고용 면에서는 취업자수가 서비스업을 중심으로 크게 늘어나면서 증가규모가 앞으로 갭은 당분간 마이너스 상태를 유지하겠으나 그 폭은 점차 소비자물가 상승률은 농산물 및 앞으로 물가상승률 은 당분간 낮은 수준을 나타내겠으나 점차 높아질 것 주택시장을 보면 전월과 비슷한 수준의 상승세를 지속하였다 금융시장하였으며 환율은 하락하였다 가 소폭 상승하였다 장기시장금 리는 비교적 좁은 범위 내에서 변동하였다 금융통화위원회는,2014_국문보도자료(1403).pdf
75,공보 이자료는 배포시부터 취급하여 주시기 바랍니다 출처 년 월 일 통화정책방향 수준에서 유지하기로 하였음 붙임 참조 금융통화위원회 년 월 세계경제를 보면는 모습을 이어갔고 신흥시장국에서는 성장세가 약화되었다 향후 세계경제는 완만한 회 복세를 지속할 것으로 전망되나 국내경제를 국내외경제동향을 보면 내수관련 지표가 일시 부진하였으나 수출이 호조 취업자수 세 이상 연령층과 서비스업 중심으로 큰 폭 앞으로 갭은 당분간 마이너스 상태를 유 지하겠으나 그 폭은 앞으 로 물가상승률은 점차 높아질 것으로 전망된다 주택시장을 보면 이사철의 영향이 가세하여 금융시장에서는 주가가 중국 경기둔화 우려 등으로 하락하였다가 환율은 외국인 증권투자 자금 유출입 등의 영향을 받으면서 상승하였다가 상당폭 하락하였 다 장기시장금리는 비교적 좁은 범위 내에서 변동하였다 금융통화위원회는 고 밝혔다소비자물가 상승률이 물가안정목 표 범위 내에서 유지되도록,2014_국문보도자료(1404).pdf
76,년 월 일 공보 호 이자료는 배포시부터 취급하여 주시기 바랍니다 통화정책방향 수준에서 유지하기로 하였음 붙임 참조 년 월 일 금융통화위원회는 세계경제를 보면는 모습을 이어갔고 신흥시장국에서는 성장세가 약화되었다 앞으로 세계경제는 완만한 회복세를 지속할 것으로 국내경제를 보면 수출이 호조를 이어가면서 경기가 추세치를 따라 회복세를 지속하였다 고용 면에서는 취업자수가 서비스업을 중심으로 큰 폭의 증가세를 앞으로 갭 은 당분간 마이너스 상태를 유지하겠으나 소비자물가 동향 앞으 로 물가상승률은 당분간 낮은 수준을 나타낼 것으로 전망된다 주택매매가격과 전세가격은 수도권과 지방에서 모두 오름세가 둔화되었다 금융시장에서는 주가가 동유럽 지정학적 리스크 등의 영향을 받아 상당폭 상승하다가 환율 은 경상수지 흑자 지속과 외국인 증권투자자금 유입 등으로 큰 폭 하락하였다 장기시장금리는 좁은 범위 내에서 변동하였다 금융통화위원회와 물가안정목표 범위 내에서 유지되도록 지원할 것이다,2014_국문보도자료(1405).pdf
77,공보 이자료는 배포시부터 취급하여 주시기 바랍니다 출처 년 월 일 통화정책방향 수준에서 유지하기로 하였음 붙임 참조 한국은행 보도자료 세계경제를 보면는 모습을 이어갔고 신흥시장국에서는 성장세가 약화되었다 앞으로 세계경제는 완만한 회복세를 지속할 것으로 를 단위 국내경제를 보면 소비가 다소 위축되는 모습을 나타내었다 취업자 면에서는 취업자수가 고용 서비스업과 제조업을 중심으로 증가폭이 예년 수준의 증가세를 나타내었다 앞으로 갭은 당분간 마이너 스 상태를 유지하겠으나 소비자물가 상승률은 농산물 및 석유류 가격의 하락폭 축소 등으로 앞으 로 물가상승률은 당분간 낮은 수준을 나타내겠으나 점차 높아질 것 으로 전망된다 주택매매가격과 전세가격은 수도권과 지방에서 모두 오름세가 둔화되었다 금융통화위원회와 물가안정목표 범위 내에서 유지되도록 지원할 것이다,2014_국문보도자료(1406).pdf
78,공보 이자료는 배포시부터 취급하여 주시기 바랍니다 출처 년 월 일 통화정책방향 한국은행 보도자료는 인터넷에도 수록되어 있습니다 붙임 참조에서 유지하 세계경제를 보면 미국에서는 경기회복세가 지속되었으며 앞으로 세계경제는 완만한 회복세를 지속할 것으로 국내경제를 국내외경제동향을 보면 수출이 호조를 지속하였으나 취업자수는 서비스업을 중심으로 예년 수 준의 증가세를 나타내었다 앞으로 마이너스 갭은 점차 축소될 것이나 그 속도는 완만할 것으로 예상된다 농산물 및 석유류 제외 근원인플레이션율은 전월의 에서 로 소폭 하락하였다 물가상승률은 점차 높아지겠으나 상승압력 앞으로 물가에 대한 주택매매가격과주택전세가격은 수도권과 지방에서 소폭의 상승세를 이어갔다 위원회는 앞으로 통화정책을 어떻게 운용해 나갈 것인가 금융통화위원회 이 과정을 통해 이 가 될 것이다,2014_국문보도자료(1407).pdf
79,공보 년 월 일 붙임 참조 통화정책방향 금리를 로 하향 조정 하고 한국은행기준금리와 금리 는 완만한 회복세를 지속할 것으로 국내경제를 고용 면에서는 취 업자수가 서비스업을 중심으로 확대되면서 증가 규모가 앞으로 마이너스 갭은 점차 축소될 것이나 그 속도는 완만할 것으로 예상된다 소비자물가 상승률 동향 월중 소비자물가는 전월의 에서 낮아졌다 은 농산물 및 석유류 제외 근원인플레이션율은 전월의 에서 로 소폭 상승하였다 앞으 로 물가상승률은 점차 높아지겠으나 당분간 상승압력은 크지 않을 것으로 판단된다 수도권과 지방에서 모두 소폭의 상승세를 이어갔 며 주택매매가격은 수도 주식시장에서는 주가가 정부의 경제정책 발표 환율은 글로벌 미 달러화 강세 등의 영향으로 상승하였으며 장기시장금리는 하락 하였다 위원회는 앞으로 통화정책을 어떻게 운용해 나갈 것인가 금융통화위원회 이 과정에서금리 인하의 효과를 지켜보면서 향후,2014_국문보도자료(1408).pdf
80,공보 년 월 일 통화정책방향 한국은행 보도자료는 인터넷에도 수록되어 있습니다 붙임 참조에서 유지하 세계경제를 국가별로 차별화된 성장세를 나타내었다 앞으로 세계경제는 완만한 회복세를 지속할 것으로 국내경제를 보면 수출이 양호한 모습을 보인 가운데 내수가 다소 개선되었다 고용 면에서는 취업자수가 서비스업을 중심으로 늘어나 면서 증가규모가 앞으로 마이너스 갭은 점차 축소 될 것이나 그 속도는 완만할 것으로 예상된다 소비자물가 상승률은 전월의 보다 낮아졌다 월중 농산물 및 석유류 제외 근원인플레이션율은 단위 앞으로 물가상승률은 점차 높아지겠으나 당분간 상승압력은 크지 않을 것으로 판단된다 주택주택매매가격과 주택전세가격은수도권에서 오름세가 소폭 확대되었으며 지방에서는 전월 수준의 상 승세를 글로벌 미 달러화 강세 등의 영향으로 하락하였다 장기시장금리는 위원회는 앞으로 통화정책을 어떻게 운용해 나갈 것인가 금융통화위원회 이 과정에서,2014_국문보도자료(1409).pdf
81,공보 이자료는 배포시부터 취급하여 주시기 바랍니다 출처 년 월 일 붙임 참조 통화정책방향 로 하향 조정 는 완만한 회 복세를 지속할 것으로 전망된다 향후 국내경제를 고용 면에서는 취업자수가 세 이상 연령층과 서비스업을 중심으로 꾸준히 증가하였다 마이너스 갭은 점차 축소될 것이나갭의 해소 시기는 다소 늦어 앞으로 물가상승률은 내년 들어 점차 높아질 전망이다 주택시장을 보면 매매가격은 수도권과 지방에서 모두 오름세가 확대되었다 전세가격 는 수도권에서 상승폭이 다소 커졌으며 지방에서는 전월 수준의 국내 원달러 환율은 빠르게 상승하였으며 장기시장금리는 상당폭 하락하였다 는 물가안정에 더욱 유의하여 통화정책을 운용해 나갈 것이다 이 과정에서향후 아울러 한편 또한자본유출 동향 등을 면밀히 점검해 나갈 것이다,2014_국문보도자료(1410).pdf
82,공보 이자료는 배포시부터 취급하여 주시기 바랍니다 출처 년 월 일 통화정책방향 결정시까지 한국은행 기준금리를 현 수준에서 유지 는 완만한 회 복세를 지속할 것으로 전망된다 향후 국내경제를 고용 면에서는 취업자수가 세 이상 연령층과 서비스업을 중심 으로 꾸준히 증가하였다 앞으로 마이너스 갭은 점차 축소될 것 이나 그 속도는 완만할 것으로 예상된다 으며 월중 소비자물가 상승률은 전월의 에서 물가상승률은 당분간 낮은 수준을 이어가다가 내년 들 어 점차 높아질 것으로 보인다 주택매매가격과 전세가격은 수도권과 지방에서 모두 상승세가 지속되었다 국내 금융시장에서는 글로벌 미 달러화 강세 양적완화 확대에 따른 엔화 약세 등으로 주가는 큰 폭 하락하였다 반등하였다 장기시장금리는 하락하였다 금융통화위원회는 물가안정에 유의하여 통화정책을 운용해 나갈 것이다 나는이 과정에서 아울러 이와 또한해외 위험요인 등을 면밀히 검토해 나갈 것이다,2014_국문보도자료(1411).pdf
83,공보 이자료는 배포시부터 취급하여 주시기 바랍니다 출처 년 월 일 통화정책방향 결정시까지 한국은행 기준금리를 현 수준에서 유지 세계경제를 국가별로 차별화된 성장세를 나타내었다 는 완만한 회복세를 지속할 것으로 전망된다 세계경제는 국내경제를 고용 면에서는 취업자수가 세 이상 연령층과 서비스업을 중 심으로 꾸준히 증가하였다 앞으로 마이너스 갭은 점차 축소될 것이나 그 속도는 완만할 것으로 예상된다 앞으로 물가상승률은 점차 높아질 전망이다 등의 영향으로 주택매매가격은 전월 수준의 상승세를 지속하였다 반면 금융시장에서는 글로벌 미 달러화 강세 및 엔화 약세 현상이 주가 는 비교적 좁은 범위 내에서 등락하다가 상당폭 하락하였다 장기시 장금리는 주요국 통화정책에 대한 기대 등을 반영하여 하락세를 보 이다가 반등하였다 금융통화위원회는 물가안정에 유의하여 통화정책을 운용해 나갈 것이다 나는이 과정에서 아울러 이와 또한해외 위험요인 등을 면밀히 검토해 나갈 것이다,2014_국문보도자료(1412).pdf
84,공보 이자료는 배포시부터 취급하여 주시기 바랍니다 출처 년 월 일 통화정책방향 수준에서 유지하기로 하였음 붙임 참조 성명 세계경제 중국 등 신흥시장국의 성장세는 다 소 둔화되는 모습을 나타내었다 여 완만한 회복세를 지속할 것으로 전망된다 향후 국내경제를 국내외경제동향을 보면 수출 증가세가 다소 둔화된 가운데 내수의 회복 고용 면에서 는 취업자수가 세 이상 연령층과 서비스업을 중심으로 꾸준히 증 가하였다 갭의 마이너스 상태는 상당기간 지속될 것으로 판단된다 앞으로 소비자물가 상승률은 전월과 같은 를 나타내었다 농산물 및 앞으로 물가상승률은 담뱃값 인상에도 불구하고 국제유가 움직임의 영향 등으로 주택매매가격과 전세가격은 각각 지방과 수도권을 중심으로 상승세를 이어갔다 금융시장에서는 주요국 주가하락 외국인 주식순매도 등으로 하락하였으며 장기시장금리는 반락하였다 장기금리 은행 가 계대출은 주택담보대출을 중심으로 큰 폭의 증가세를 이어갔다 금융통화위원회는 물가안정에 유의하여 통화정책을 운용해 나갈 것이다 이 과정에서환율 및 국제유가 동향 아울러 이와 또한국내 위험요인 등을 면밀히 점검해 나갈 것이다,2015_국문보도자료(1501).pdf
85,공보 년 월 일 통화정책방향 한국은행 기준금리를 현 수준에서 유지하기로 하였음 붙임 세계경제는 완만한 회복세를 지속할 것으로 전망되나 지정학적 리스크 신흥시장국 국내경제를 고용 면에서는 취업자수가 세 이상 연령층과 서비스업을 중 심으로 꾸준히 증가하였다 향후 국내경제는 완만한 회복세를 나타낼 것으로 전망된다 다만 소비자물가 상승률은 전월과 같은 를 나타 내었다 월중 농산물 및 석유류 제외 근원인플레이션율은 전월의 에서 로 큰 폭 상승하였다 앞으로 물가상승률은 낮은 수준을 이어가다 가 하반기 이후 점차 높아질 것으로 보인다 주택매매가격의 오름세는 다소 둔화되었으며 전세가격은 수도권을 중심으로 상승세를 이어갔다 금융시장에서는였다가 주가는 상승하였다 후 반등하는 모습을 보였다 원달러 환율은 경상수지 흑자 지속 글로벌 미 은행 가계대출은 주택 담보대출을 중심으로 예년 수준을 크게 상회하는 증가세를 이어갔다 는 물가안정에 유의하여을 이 과정에서환율 및 국제유가 동향 아울러 이와 또한국내 위험요인 등을 면밀히 점검해 나갈 것이다,2015_국문보도자료(1502).pdf
86,공보 년 월 일 붙임 참조 통화정책방향 기준금리를 에서 로 하향 조정하기로 하였음 붙임 지정학적 리스크 등에 영향받을 가능성 상존 앞으로지속될 것으로 국내경제를 보면 설비투자 등 내수가 부진한 모습을 나타내었으며 고용 면에서는 취업자수가 세 이상 연령층과 서비스업을 중심으로 꾸준히 증가하였다 앞으로 국내경제는 완만한 회복세를 나타낼 것이나 이에 따라 갭의 마이너스 상태 지속기간 도 예상보다 길어질 것으로 판단된다 소비자물가 상승률 로 낮아 졌다 월중 농산물 및 석유류 제외 근원인플레이션율은 전월의 에서 로 소폭 하락하였다 앞으로 물가상승률은 전망보다 낮은 수준을 이어갈 것으로 주택매매가격의 오름세 는 소폭 확대되었으며 전세가격은 수도권을 중심으로 상승세를 이어갔다 금융시장에서는 주가가 외국인 주식 순매수 등으로 상승하였다가 은 글로벌 미 달러 강세 엔화 약세에 따른 동조현상은 장기시장금리는 상승 후 하락하였다 은행 가계대출은 주택담보대출을 중심으로 예년 수준을 상회하는 증가세를 이어갔다 금융통화위원회는 앞으로 물가안정에 유의하여 통화정책을 운용해 나갈 것이다 이 과정에서국제유가 및 아울러 이와 또한,2015_국문보도자료(1503).pdf
87,년 월 일 공보 호 이자료는 배포시부터 취급하여 주시기 바랍니다 시까지 한국은행 기준금리를 현 수준에서 유지하기로 하였음 붙임 세계경제를 움직임이 지속되고 있으나 성장세는 둔화되었 다 세계경제는 완만한 회복세를 지속할 것으로 전망되나 지정학적 리스크 등에 영향받을 가능성 국내경제를 보면 고용 면에서는 실업률이 다소 높아졌으나 갭의 마이너스 상태는 상당기간 지속될 것 이나 소비자물가 상승률은 농축수산물가격 하락 등으로 전월의 에서 근원인플레이션율 및 석유류 제외 농 산물 포함 앞으로 물가상승률은 저유가의 영향 등으로 낮은 수준을 이어갈 것으로 보인다 주택매매 가격과 전세가격은 수도권과 지방 모두에서 오름세가 확대되었다 금융시장에서는 기준금리 인하 등으로 금리가 하락하였으 며 주가는 상승하였다 반락하였으며 원엔 환율은 하락하였다 반등하였고 은행 가계대출은 주택담보대출을 중심으로 예년 수준 을 상회하는 증가세를 이어갔다 는 물가안정에 유의하여을 이 과정에서 나는환율 및 국제유가 동향을 면밀히 점검해 나갈 것이다 이를 통해,2015_국문보도자료(1504).pdf
88,공보 이자료는 배포시부터 취급하여 주시기 바랍니다 출처 호 년 월 일 금융통화위원회는 를 현 수준에서 유지하기로 하였음 붙임 세계경제를 보면 미국에서는 회복세가 일시 주춤하는 모습이 나타 났으나 중국 등 신흥시장국 의 성장 둔화추세는 지속되었다 앞으로 는 완만한 회복세를 지속할 것으로 전망된다 국내경제를 국내외경제동향을 보면 수출이 감소세를 지속하고 내수 관련 지표들이 고용 면에서는 고용률이 농림어업부문 취업자 감소 등으로 향후 국내경제는 완만한 회복세를 나타낼 것으로 전망된다 다만 소비자물가 상승률은 전월과 같은 를 나타 내었다 월중 물가동향 농산물 및 석유류 제외 근원인플레이션율은 전월의 에서 로 소폭 낮아졌다 앞으로 물가상승률은 저유가의 영향 등 으로 낮은 수준을 이어갈 것으로 보인다 주택매매가격과 전세가격은 수도권과 지방 모두에서 오름세가 이어졌다 금융시장에서는는 외국인 순매수 등으로 상승하 였다 는 미 연준의 정책금리 인상시기 지연 가능성 등으로 하락하였다 은행 가계대출은 주택담보대출을 중심으로 예년 수준을 크게 상회하는 증가세를 이어갔다 는 물가안정에 유의하여을 이 과정에서 나는환율 및 국제유가 동향을 면밀히 점검해 나갈 것이다 이를 통해,2015_국문보도자료(1505).pdf
89,공보 이자료는 배포시부터 취급하여 주시기 바랍니다 붙임 참조 통화정책방향 로 하향 조정 세계경제를 유로지역과 중국 등 신 흥시장국의 성장 둔화추세는 지속되었다 는 완만한 회복세를 지속할 것으로 전망된다 를 국내경제를 보면 메르스 중동호흡기증후군 고용 면에서는 실업률이 구직활동 증가 등으로 높아 성장경로의 하방위험이 커진 것으로 판단된다 소비자물가 상승률이 전월의 에서 소폭 높아졌으며 농산물 및 석유류 앞으로 물가상승 률은 저유가의 영향 등으로 낮은 수준을 이어갈 것으로 보인다 주택 매매가격과 전세가격은 수도권과 지방 모두에서 오름세가 이어졌다 금융시장에서는 미 연준의 정책금리 인상기대 강화 주가 하락 등의 원엔 환율은 일정 범 위 내에서 등락하였다 장기시장금리는 주요국 금리 움직임 국내 경 제지표 등을 반영하여 상승 후 반락하였다 은행 가계대출은 주택담 보대출을 중심으로 예년 수준을 크게 상회하는 증가세를 이어갔다 위원회는 물가안정기조가 유지되도록 하는 한편 나는이 아울러 이 또한자본유출,2015_국문보도자료(1506).pdf
90,공보 년 월 일 시까지 한국은행 기준금리를 현 수준에서 유지하기로 하였음 붙임 중국 등 신흥시장국의 성장 둔화추 세는 지속되었다 할 것으로 전망된다 그리스 사태로 인한 금융시장의 변동성 증대 메르스 사태의 영향으로 소비가 큰 폭 감소하였다 실업률 고용률 면에서는 취업자수가 증가하면서 성장경로의 불확실성은 높은 것으로 판단된다 의 소비자물가 상승률은 농축수산물가격 하락 농산물 및 앞으로 물가상승률은 저유가의 영향 등으로 낮은 수준을 이어갈 것으로 보인다 주택매매가격과 전세가격은 수도권과 지방 모두에서 오름세가 이어졌다 금융시장에서는 그리스 사태 등으로 주가가 하락하였다 환율시장에서 장기시장금리는 미 연준의 정책금리 인상 기대 등으로 상승하였다 반면 은행 가 계대출은 주택담보대출을 중심으로 예년 수준을 크게 상회하는 증가 세를 이어갔다 가 물가안정에 유의하여 통 화정책을 운용해 나갈 것이다 이 과정을 거쳐나갈 것이다,2015_국문보도자료(1507).pdf
91,공보 년 월 일 이자료는 배포시부터 취급하여 주시기 바랍니다 시까지 한국은행 기준금리를 현 수준에서 유지하기로 하였음 붙임 세계경제를 보면 미국에서는 회복세가 지속되고 유로지역에서도 개 선 움직임이 이어졌다 중국 등 신흥시장국의 성장세는 계속 둔화되 었다 는 완만한 회복세를 지속할 것으로 전망되나 중국 등 신흥시장국의 성장세 약화 국내경제를 메르스 사태로 위축되었던 소비와 심리가 개선되는 모습을 고용 면에서는 고용률이 전년동월 수준을 유지하였다 실업률 앞 으로 물가상승률은 저유가의 영향 등으로 낮은 수준을 이어갈 것으 로 보인다 주택매매가격과 전세가격은 수도권과 지방 모두에서 오름 세가 이어졌다 금융시장에서는 미 연준의 정책금리 인상기대 중국 위안화 절하 등으로 장기시장금리는 주요국 금리의 움직임 등을 반영하여 하락하 였다 은행 가계대출은 주택담보대출을 중심으로 예년 수준을 크게 상회 하는 증가세를 이어갔다 가 물가안정에 유의하여 통 화정책을 운용해 나갈 것이다 이 과정에서 가계부채의 증가세통화정책 변화 및 일부 신흥시장국의 금융불안 등을 면밀히 점검해 나갈 것이다 이를 아울러해외자본유출 국내국내외 또한 특히 한편 이와 동시에 외환시장 동향,2015_국문보도자료(1508).pdf
92,공보 년 월 일 시까지 한국은행 기준금리를 현 수준에서 유지하기로 하였음 붙임 세계경제를 보면 미국에서는 회복세가 지속되고 유로지역에서도 개 선 움직임이 이어졌다 중국 등 신흥시장국의 성장세는 계속 둔화되 었다 고 전망된다 중국의 금융외환시장 불안 및 앞으로 국내경제 농 산물 및 석유류 제외 근원인플레이션율은 전월의 에서 로 소폭 상승하였다 앞으로 물가상승률은 저유가의 영향 등으로 낮은 수준을 이어갈 것으로 보인다 주택매매가격과 전세가격은 수도권과 지방 모두에서 오름세가 이어졌다 장기시장금리는 안전자산 선호 등의 영향으로 하락하였다 은행 가계대출은 주택담보대출을 중심으로 예년 수준을 크게 상회하 는 증가세를 이어갔다 가 물가안정에 유의하여 통 화정책을 운용해 나갈 것이다 이 과정을 통해미국의 금리인상 등 국내 위험요인 자본유출입 동향 다,2015_국문보도자료(1509).pdf
93,공보 이자료는 배포시부터 취급하여 주시기 바랍니다 출처 년 월 일 통화정책방향 결정시까지 한국은행 기준금리를 현 수준에서 유지하기로 하였음 붙임 세계경제를 보면 미국에서는 회복세가 지속되고 유로지역에서도 개 선 움직임이 이어졌다 중국 등 신흥시장국의 성장세는 계속 둔화되 었다 앞으로 를 이어갈 것으로 전망되나 신흥시장국의 성장세 약화 등에 영향 받는다 국내경제를 수출을 보면 수입이 감소세를 지속하였다 는 면에서는 취업자수가 증가하면서 고용률이 전년동월대비 상승하 실업률은 경제여 건 등에 비추어 성장경로의 불확실성은 높은 것으로 판단된다 소비자물가 상승률 로 하락 지난 농산물 및 석유류 제외 근원인플레이션율은 전월과 같은 를 나타내었다 앞으로 물가상승률은 저유가의 영향 등으로 낮은 수준을 이어갈 것으로 보 인다 주택매매가격과 전세가격은 수도권을 중심으로 오름세가 확대 되었다 금융시장에서는 주가가 상승하고 원엔 환율은 하락하였다 장기시장금리는 주요국 금리의 움직임 등을 반 영하여 하락하였다 은행 가계대출은 주택담보대출을 중심으로 예년 수준을 크게 상회하는 증가세를 이어갔다 는 물가안정에 유의하여 통화정책을 운용해 나갈 것이다 특히 이 과정을 통해미국의 통화정책 및 아울러 자본유출입 동향 이와 함께,2015_국문보도자료(1510).pdf
94,공보 년 월 일 통화정책방향 에서 유지하기로 하였음 붙임 참조 중국 등 신흥시장국의 성장세는 계속 둔화되었다 완만하 나마 회복세를 이어갈 것으로 전망된다 다만 신흥시장국의 성장세 약화 등 최근 국내경제를 보면 소비심리가 다소 개선되었다 고 용에서는 취업자수가 꾸준히 증가하고 실업률은 전년동월과 같은 수준을 나타내었다 고용률 대외 경 제여건 등에 비추어 성장경로의 불확실성은 높은 것으로 앞으로 물가상승률은 저유가의 영향 등으로 낮은 수준을 이어갈 것으로 보 인다 주택매매가격과 전세가격은 수도권과 지방 모두에서 오름세가 이어졌다 후 반락하였다 금융시장에서는 장기시장금리는 주요국 금리 상승 국내 경제지표 개선 등의 영향으로 상승하였다 은행 가계대출은 주택담보대출을 중심으로 예 년 수준을 크게 상회하는 증가세를 이어갔다 는 물가안정에 유의하여 통화정책을 운용해 나갈 것이다 특히 이 과정을 통해미국의 통화정책 및 아울러 자본유출입 동향 이와 함께,2015_국문보도자료(1511).pdf
95,공보 이자료는 배포시부터 취급하여 주시기 바랍니다 출처 년 월 일 통화정책방향 에서 유지하기로 하였음 붙임 참조 중국 등 신흥시장국의 성장세는 계속 둔화되었다 완만하 나마 회복세를 이어갈 것으로 전망된다 다만 신흥시장국의 성장세 약화 등 국내경제를 수출이 감소세를 지속하였다 고용 면에서는 취업자수가 꾸준히 증가하고 실업률이 전년동월대비 하락하였으며 앞으로 국내경제는 내수를 중심으로 회복세를 앞으로 물가상승률은 저유가의 영향 등으로 낮은 수준을 이어갈 것으로 보인다 주택매매가격과 전세가격은 수도권과 지방 모 두에서 오름세가 이어졌다 은행 가계대출은 주택담보대출을 중심으로 예년 수준을 크게 상회하 는 증가세를 이어갔다 는 물가안정에 유의하여 통화정책을 운용해 나갈 것이다 특히 이 과정에서미 연준의 통화정책 및 아울러 이와 또한가계부채의,2015_국문보도자료(1512).pdf
96,공보 이자료는 배포시부터 취급하여 주시기 바랍니다 출처 년 월 일 시까지 한국은행 기준금리를 현 수준에서 유지하기로 하였음 붙임 세계경제를 보면 중국 등 신흥시장국의 성장세는 계속 둔 화되었다 고 있다 앞으로 를 이어갈 수 있을 것으로 전망된다 국내경제를 수출이 실업 면에서는 취업자수 증가세가 확대되면서 고용률은 상승하고 앞으로는 성장경로의 불확실성은 높은 것으로 판단된다 향후 소비자물가 상승률은 전월의 에서 로 높아졌다 소비자물가 상승률 은 당분간 를 하회할 것으로 전망된다 한편 농산물 및 석유류 제외 근원인플레이션율은 전월과 같은 를 나타내었다 주택매매가격과 전세가격은 수도권과 지방 모두에서 오름세가 다소 둔화되었다 환율 및 원엔 환율이 크게 상승하였다 금융시장에서는 은행 가계대출은 주택담보대출을 중심으로 예년 수준을 크게 상회하 는 증가세를 이어갔다 는 물가안정에 유의하여 통화정책을 운용해 나갈 것이다 특히 이 과정에서 미 연준의 통화정책 및 아울러 또한 가계부채 증가세,2016_국문보도자료(1601).pdf
97,공보 이자료는 배포시부터 취급하여 주시기 바랍니다 출처 년 월 일 통화정책방향 및 한국은행 보도자료 에서 유지하기로 하였음 붙임 세계경제를 보면 미국과 유로지역은 회복세가 다소 약화되는 움직 임을 나타내었다 중국 등 신흥시장국의 성장세는 계속 둔화되었다 세계경제는 어떤 모습을 이어갈 것인가 앞으로 국내경제동향 실업 면에서는 취업자수 증가세가 확대되면서 고용률이 상승하고 성장경로의 불확실성이 높아진 것으로 판단된다 앞으로를 나타낼 수 있을 소비자물가 상승률은 담뱃값 인상효과 소멸의 영향 등으로 소비자물가 주택매매가격과 전세가격은 수도권과 지방 모두에서 오름 세가 둔화되었다 금융시장에서는 주가가 하락하고 원달러 환율은 상승하였다 는 안전자 산 선호로이 큰 폭으 로 상승하였다 원엔 장기시장금리는 은행 가계대출은 주택담보대 출을 중심으로 예년 수준을 크게 상회하는 증가세를 이어갔다 는 물가안정에 유의하여 통화정책을 운용해 나갈 것이다 특히 이 과정에서해외 위험요인 아울러 이 또한외환시장 동향을 면밀히 점검해 나갈 것이다,2016_국문보도자료(1602).pdf
